"polygon_id","fkko_code","price_rub_t ","is_active"
"POLY_001","82202112495","100","true"
"POLY_001","81110001495","100","true"
"POLY_001","81111112495","100","true"
"POLY_001","81910001495","100","true"
"POLY_001","82220101215","100","true"
"POLY_001","82419111205","100","true"
"POLY_001","82230101215","100","true"
"POLY_001","82151111405","100","true"
"POLY_002","81111221405","100","true"
"POLY_002","81220101205","100","true"
"POLY_002","82451111205","100","true"
"POLY_002","81910003215","100","true"
"POLY_002","82230101215","100","true"
"POLY_002","82310101215","100","true"
"POLY_002","82110101215","100","true"
"POLY_002","81113111205","100","true"
"POLY_002","82421111205","100","true"
"POLY_002","82151111405","100","true"
"POLY_002","82210101215","100","true"
"POLY_002","84921112205","100","true"
"POLY_002","82320101215","100","true"
"POLY_002","82419111205","100","true"
"POLY_002","82913111205","100","true"
"POLY_002","81111112495","100","true"
"POLY_002","81112312395","100","true"
"POLY_002","83010001715","100","true"
"POLY_002","89001111725","100","true"
"POLY_002","81910001495","100","true"
"POLY_002","82202112495","100","true"
"POLY_002","82121111205","100","true"
"POLY_002","82220101215","100","true"
"POLY_002","81110001495","150","true"
"POLY_003","15211001215","100","true"
"POLY_003","15211002215","100","true"
"POLY_003","15211003235","100","true"
"POLY_003","15211004215","100","true"
"POLY_003","15411001215","100","true"
"POLY_003","40414000515","100","true"
"POLY_003","40419000515","100","true"
"POLY_003","45720102205","100","true"
"POLY_003","45911001515","100","true"
"POLY_003","45911099515","100","true"
"POLY_003","81110001495","100","true"
"POLY_003","81111112495","100","true"
"POLY_003","81113111205","100","true"
"POLY_003","81220101205","100","true"
"POLY_003","81910001495","100","true"
"POLY_003","81910003215","100","true"
"POLY_003","82110101215","100","true"
"POLY_003","82202112495","100","true"
"POLY_003","82210101215","100","true"
"POLY_003","82220101215","100","true"
"POLY_003","82230101215","100","true"
"POLY_003","82310101215","100","true"
"POLY_003","82320101215","100","true"
"POLY_003","82913111205","100","true"
"POLY_003","83010001715","100","true"
"POLY_004","81110001495","100","true"
"POLY_004","81111112495","100","true"
"POLY_005","15211001215","100","true"
"POLY_005","15411001215","100","true"
"POLY_005","40414000515","100","true"
"POLY_005","45911099515","100","true"
"POLY_005","81110001495","100","true"
"POLY_005","81111112495","100","true"
"POLY_005","81111221405","100","true"
"POLY_005","81112312395","100","true"
"POLY_005","81113111205","100","true"
"POLY_005","81220101205","100","true"
"POLY_005","81910001495","100","true"
"POLY_005","81910003215","100","true"
"POLY_005","82110101215","100","true"
"POLY_005","82210101215","100","true"
"POLY_005","82151111405","100","true"
"POLY_005","82202112495","100","true"
"POLY_005","82220101215","100","true"
"POLY_005","82230101215","100","true"
"POLY_005","82310101215","100","true"
"POLY_005","82320101215","100","true"
"POLY_005","82419111205","100","true"
"POLY_005","82421111205","100","true"
"POLY_005","82451111205","100","true"
"POLY_005","82913111205","100","true"
"POLY_005","83010001715","100","true"
"POLY_005","84921112205","100","true"
"POLY_005","84121112525","100","true"
"POLY_006","81110001495","100","true"
"POLY_006","81111112495","100","true"
"POLY_006","81111221405","100","true"
"POLY_006","81112312395","100","true"
"POLY_006","81113111205","100","true"
"POLY_006","81220101205","100","true"
"POLY_006","81910001495","100","true"
"POLY_006","81910003215","100","true"
"POLY_006","82110101215","100","true"
"POLY_006","82121111205","100","true"
"POLY_006","82151111405","100","true"
"POLY_006","82202112495","100","true"
"POLY_006","82210101215","100","true"
"POLY_006","82220101215","100","true"
"POLY_006","82230101215","100","true"
"POLY_006","82310101215","100","true"
"POLY_006","82320101215","100","true"
"POLY_006","82419111205","100","true"
"POLY_006","82421111205","100","true"
"POLY_006","82913111205","100","true"
"POLY_006","82451111205","100","true"
"POLY_006","82924111405","100","true"
"POLY_006","83010001715","100","true"
"POLY_006","84121112525","100","true"
"POLY_006","84921112205","100","true"
"POLY_006","89001111725","100","true"
"POLY_006","15211002215","100","true"
"POLY_006","15211004215","100","true"
"POLY_006","15411001215","100","true"
"POLY_006","40419000515","100","true"
"POLY_006","45720102205","100","true"
"POLY_006","15211001215","100","true"
"POLY_006","81111111494","100","true"
"POLY_006","81111531404","100","true"
"POLY_006","81112211394","100","true"
"POLY_006","81112311394","100","true"
"POLY_006","81210101724","100","true"
"POLY_006","81290101724","100","true"
"POLY_006","82221111204","100","true"
"POLY_006","82913211624","100","true"
"POLY_006","93110003394","100","true"
"POLY_006","93110001393","100","true"
"POLY_006","89000001724","100","true"
"POLY_006","83020001714","100","true"
"POLY_007","15211001215","100","true"
"POLY_007","15211002215","100","true"
"POLY_007","15211003235","100","true"
"POLY_007","15411001215","100","true"
"POLY_007","40414000515","100","true"
"POLY_007","40419000515","100","true"
"POLY_007","40421111515","100","true"
"POLY_007","45110100205","100","true"
"POLY_007","45711211605","100","true"
"POLY_007","45720102205","100","true"
"POLY_007","45911099515","100","true"
"POLY_007","49211121725","100","true"
"POLY_007","81110001495","100","true"
"POLY_007","81111112495","100","true"
"POLY_007","81111221405","100","true"
"POLY_007","81112211394","100","true"
"POLY_007","81112311394","100","true"
"POLY_007","81112312395","100","true"
"POLY_007","81113111205","100","true"
"POLY_007","81210101724","100","true"
"POLY_007","81220101205","100","true"
"POLY_007","81290101724","100","true"
"POLY_007","81910001495","100","true"
"POLY_007","81910003215","100","true"
"POLY_007","82110101215","100","true"
"POLY_007","82121111205","100","true"
"POLY_007","82151111405","100","true"
"POLY_007","82202112495","100","true"
"POLY_007","82210101215","100","true"
"POLY_007","82220101215","100","true"
"POLY_007","82221111204","100","true"
"POLY_007","82230101215","100","true"
"POLY_007","82310101215","100","true"
"POLY_007","82320101215","100","true"
"POLY_007","82419111205","100","true"
"POLY_007","82421111205","100","true"
"POLY_007","82451111205","100","true"
"POLY_007","82913111205","100","true"
"POLY_007","83010001715","100","true"
"POLY_007","84121112525","100","true"
"POLY_007","84210102214","100","true"
"POLY_007","84210101213","100","true"
"POLY_007","84220102494","100","true"
"POLY_007","84220101493","100","true"
"POLY_007","84921112205","100","true"
"POLY_007","89000003214","100","true"
"POLY_007","93110001393","100","true"
"POLY_007","93110003394","100","true"
"POLY_007","15211004215","100","true"
"POLY_007","81111111494","100","true"
"POLY_008","45720102205","100","true"
"POLY_008","45911099515","100","true"
"POLY_008","81220101205","100","true"
"POLY_008","82110101215","100","true"
"POLY_008","82121111205","100","true"
"POLY_008","82202112495","100","true"
"POLY_008","82210101215","100","true"
"POLY_008","82220101215","100","true"
"POLY_008","82230101215","100","true"
"POLY_008","82310101215","100","true"
"POLY_008","82320101215","100","true"
"POLY_008","82421111205","100","true"
"POLY_008","83010001715","100","true"
"POLY_008","84121112525","100","true"
"POLY_008","48230201525","100","true"
"POLY_008","82419111205","100","true"
"POLY_008","43411003515","100","true"
"POLY_008","15211001215","100","true"
"POLY_008","15211002215","100","true"
"POLY_008","15211003235","100","true"
"POLY_008","15211004215","100","true"
"POLY_008","15411001215","100","true"
"POLY_008","40419000515","100","true"
"POLY_008","49211121725","100","true"
"POLY_008","82913111205","100","true"
"POLY_008","84921112205","100","true"
"POLY_008","46101001205","100","true"
"POLY_008","46110001515","100","true"
"POLY_008","46120001515","100","true"
"POLY_008","45110100205","100","true"
"POLY_008","45711211605","100","true"
"POLY_008","40421111515","100","true"
"POLY_008","40414000515","100","true"
"POLY_008","43425001295","100","true"
"POLY_008","45110200205","100","true"
"POLY_008","45142121615","100","true"
"POLY_008","45911111515","100","true"
"POLY_008","45912111515","100","true"
"POLY_008","45911001515","100","true"
"POLY_008","45911011715","100","true"
"POLY_008","43812204515","100","true"
"POLY_008","43411001205","100","true"
"POLY_008","43411004515","100","true"
"POLY_008","43414102515","100","true"
"POLY_008","43415101515","100","true"
"POLY_008","46110002215","100","true"
"POLY_008","46110099205","100","true"
"POLY_008","46120002215","100","true"
"POLY_008","46120099205","100","true"
"POLY_008","46220003215","100","true"
"POLY_008","46220006205","100","true"
"POLY_008","43499133725","100","true"
"POLY_008","81111112495","100","true"
"POLY_008","81113111205","100","true"
"POLY_008","81110001495","100","true"
"POLY_008","89001111725","100","true"
"POLY_008","43414101205","100","true"
"POLY_008","46210001205","100","true"
"POLY_009","45720102205","100","true"
"POLY_009","45911099515","100","true"
"POLY_009","45911111515","100","true"
"POLY_009","45912111515","100","true"
"POLY_009","81220101205","100","true"
"POLY_009","82110101215","100","true"
"POLY_009","82121111205","100","true"
"POLY_009","82202112495","100","true"
"POLY_009","82210101215","100","true"
"POLY_009","82220101215","100","true"
"POLY_009","82230101215","100","true"
"POLY_009","82310101215","100","true"
"POLY_009","82320101215","100","true"
"POLY_009","82421111205","100","true"
"POLY_009","83010001715","100","true"
"POLY_009","84121112525","100","true"
"POLY_009","81110001495","100","true"
"POLY_009","81111112495","100","true"
"POLY_009","81113111205","100","true"
"POLY_009","81910001495","100","true"
"POLY_009","81910003215","100","true"
